title,txt_content,time_sent,url,brand_name,is_fast_fashion,year
Find Fall New Arrivals and Fashion Finds from $5,,"September 13, 2012 12:10pm",https://milled.com/HM/find-fall-new-arrivals-and-fashion-finds-from-5-vlnMZJ7OKsM2EDG5,H&M,1,2012
The Pants Collection is in and Fall Fashion Deals have begun!,,"September 6, 2012 1:25pm",https://milled.com/HM/the-pants-collection-is-in-and-fall-fashion-deals-have-begun-7iepXUA24DUt6T2q,H&M,1,2012
Gear Up for School with a 20% Off Coupon,,"September 4, 2012 12:22pm",https://milled.com/HM/gear-up-for-school-with-a-20-off-coupon-adRxV631qMu4ScMh,H&M,1,2012
Get Ready for Labor Day with a 20% Off Coupon,,"August 30, 2012 12:07pm",https://milled.com/HM/get-ready-for-labor-day-with-a-20-off-coupon-IF3aw5pBQZVeE-oP,H&M,1,2012
New Fall Arrivals and Great Deals,,"August 23, 2012 12:08pm",https://milled.com/HM/new-fall-arrivals-and-great-deals-_n7skrq4ZDDLUcl0,H&M,1,2012
Students! Get 15% off entire purchase!,,"August 21, 2012 12:22pm",https://milled.com/HM/students-get-15-off-entire-purchase-eZ6c78kd4EBwInl1,H&M,1,2012
Fall Highlights,,"August 16, 2012 12:42pm",https://milled.com/HM/fall-highlights-FcXBstM89NdrKBf0,H&M,1,2012
Get ready for the new season,,"August 9, 2012 12:05pm",https://milled.com/HM/get-ready-for-the-new-season-1Sm_uLb8p6R039_8,H&M,1,2012
Welcome offer: 20% off 1 item of your choice,,"July 25, 2012 11:01pm",https://milled.com/HM/welcome-offer-20-off-1-item-of-your-choice-tPzNZ1gea7E-_8Bx,H&M,1,2012
SALE starts today,,"December 21, 2012 2:01pm",https://milled.com/Zara/sale-starts-today-dovatlx6H-y2sZK4,Zara,1,2012
SALE starts tonight at 00.00,,"December 20, 2012 2:02pm",https://milled.com/Zara/sale-starts-tonight-at-00-00-Xy3FwLCeuyJV_za1,Zara,1,2012
E-GIFT CARD & GIFT CARD,,"December 10, 2012 2:37pm",https://milled.com/Zara/e-gift-card-gift-card-waQ5vYgm7CmnHv3a,Zara,1,2012
Lookbook December & Twelve,,"December 4, 2012 3:49pm",https://milled.com/Zara/lookbook-december-twelve-OkFKs-Dh4apVTqBx,Zara,1,2012
Black Friday,,"November 23, 2012 2:13pm",https://milled.com/Zara/black-friday-3QJYJTSS5wUucwhi,Zara,1,2012
Lookbook Kids. November,,"November 15, 2012 2:31pm",https://milled.com/Zara/lookbook-kids-november-zPxoztJeN-kUtVQP,Zara,1,2012
Edition / MAN,,"November 11, 2012 3:01pm",https://milled.com/Zara/edition-man-NwSXzEJO6FAwAhjr,Zara,1,2012
Lookbook TRF November,,"November 2, 2012 4:08pm",https://milled.com/Zara/lookbook-trf-november-tcIrqk8Q5vJATALK,Zara,1,2012
New Collection. Kids Studio,,"October 23, 2012 1:40pm",https://milled.com/Zara/new-collection-kids-studio-DmDzCpsuFb9DAijF,Zara,1,2012
"Yykdmvsdyql, Welcome to Dove Insider!",,"October 10, 2012 3:05pm",https://milled.com/Zara/yykdmvsdyql-welcome-to-dove-insider-_hBQhDEtgo8An2W2,Zara,1,2012
Don't Wait: The Get What You Really Wanted Sale Ends Today!,,"December 31, 2012 6:00pm",https://milled.com/urbanoutfitters/dont-wait-the-get-what-you-really-wanted-sale-ends-today-73sRKy5l7Ss6D20K,Urban outfitters,1,2012
Something to look forward to...,,"December 30, 2012 4:29pm",https://milled.com/urbanoutfitters/something-to-look-forward-to--PBwI0JwDH0l51Au,Urban outfitters,1,2012
The Get What You Really Wanted Sale starts NOW!,,"December 26, 2012 2:50am",https://milled.com/urbanoutfitters/the-get-what-you-really-wanted-sale-starts-now-cz2sfEqMw36dM9mW,Urban outfitters,1,2012
Claus we love you...,,"December 25, 2012 2:47pm",https://milled.com/urbanoutfitters/claus-we-love-you-WVYWEZWIJAZrQJQX,Urban outfitters,1,2012
There's still time to show you care...,,"December 24, 2012 5:41pm",https://milled.com/urbanoutfitters/theres-still-time-to-show-you-care-PwmKM_R0cEkDDnrt,Urban outfitters,1,2012
Last chance for everyone on your list (+ you)!,,"December 22, 2012 4:40pm",https://milled.com/urbanoutfitters/last-chance-for-everyone-on-your-list-you-xs_9Q8fqo4_sHNhN,Urban outfitters,1,2012
Kazillions of billions of gifts in stores!,,"December 21, 2012 3:10pm",https://milled.com/urbanoutfitters/kazillions-of-billions-of-gifts-in-stores-V_Dcixnt5gPbIamV,Urban outfitters,1,2012
Get to your local UO Store for mo' shopping and no shipping!,,"December 20, 2012 2:58pm",https://milled.com/urbanoutfitters/get-to-your-local-uo-store-for-mo-shopping-and-no-shipping-ihpDWNx5KdVQfgVr,Urban outfitters,1,2012
Home for the holidays? Get 15% Off In Stores with a College ID!,,"December 18, 2012 6:42am",https://milled.com/urbanoutfitters/home-for-the-holidays-get-15-off-in-stores-with-a-college-id-MulW1jO_V5IkXfri,Urban outfitters,1,2012
One Day Only: $15 Off $75 + Free Shipping!,,"December 17, 2012 8:35am",https://milled.com/urbanoutfitters/one-day-only-15-off-75-free-shipping-mXXNvxBsmXsXIz41,Urban outfitters,1,2012
This Weekend: Shipping's on us!,,"December 14, 2012 7:35pm",https://milled.com/urbanoutfitters/this-weekend-shippings-on-us-dSOYreyWuVvE65mD,Urban outfitters,1,2012
We're having a FLASH SALE! And that seriously NEVER happens!,,"December 12, 2012 7:14pm",https://milled.com/urbanoutfitters/were-having-a-flash-sale-and-that-seriously-never-happens-VNnU7oRWvOJWUWW0,Urban outfitters,1,2012
Stuff It.,,"December 10, 2012 8:33pm",https://milled.com/urbanoutfitters/stuff-it-5uLUQlwHk6EhVZQJ,Urban outfitters,1,2012
The Sweetest Sweaters...,,"December 9, 2012 5:08pm",https://milled.com/urbanoutfitters/the-sweetest-sweaters-zJk3Rv4QVZgK5p_P,Urban outfitters,1,2012
Great Gifts Under $50,,"December 7, 2012 5:48pm",https://milled.com/urbanoutfitters/great-gifts-under-50-5cnmCkrrv1miTHMX,Urban outfitters,1,2012
In Stores NOW: Take an Extra 50% Off All Sale Items!,,"December 6, 2012 9:45pm",https://milled.com/urbanoutfitters/in-stores-now-take-an-extra-50-off-all-sale-items-70UJV1AI2y1qmEWq,Urban outfitters,1,2012
We <3 Phone Accessories,,"December 5, 2012 7:53pm",https://milled.com/urbanoutfitters/we-3-phone-accessories-1apyjPgVAidvWyCw,Urban outfitters,1,2012
'Tis the Season: The Holiday Catalog is Here!,,"December 3, 2012 8:47pm",https://milled.com/urbanoutfitters/tis-the-season-the-holiday-catalog-is-here-OmpzEP-VjBPy9kv3,Urban outfitters,1,2012
All that glitters is...,,"December 2, 2012 5:19pm",https://milled.com/urbanoutfitters/all-that-glitters-is-3S7s2i4k-zPUzEXN,Urban outfitters,1,2012
Gifts 4 Girls + Gifts 4 Guys,,"November 30, 2012 6:25pm",https://milled.com/urbanoutfitters/gifts-4-girls-gifts-4-guys-zUKXm9PysvtQMh0U,Urban outfitters,1,2012
Get Together In Sweaters,,"November 28, 2012 7:48pm",https://milled.com/urbanoutfitters/get-together-in-sweaters-K9a3Ws7krmOQ_gDP,Urban outfitters,1,2012
The Cyberest Cyber Monday Ever: Take $15 Off $75!,,"November 26, 2012 8:38am",https://milled.com/urbanoutfitters/the-cyberest-cyber-monday-ever-take-15-off-75-Tu-O1V6LFGXx0dml,Urban outfitters,1,2012
TGIBF! Awesome Gobble Deals + Tons of Cool Stuff from $5,,"November 23, 2012 5:56pm",https://milled.com/urbanoutfitters/tgibf-awesome-gobble-deals-tons-of-cool-stuff-from-5-ZeitWHiH4NLzPhxD,Urban outfitters,1,2012
Happy TGives!!,,"November 22, 2012 7:04pm",https://milled.com/urbanoutfitters/happy-tgives-kv__KfM2qLPME7G3,Urban outfitters,1,2012
More Deals. More Gobble. Plus In-Store Black Friday Craziness...,,"November 21, 2012 6:45pm",https://milled.com/urbanoutfitters/more-deals-more-gobble-plus-in-store-black-friday-craziness-jKtpNYgNt6M0zmoL,Urban outfitters,1,2012
Gobble Gobble DEALS Gobble,,"November 19, 2012 8:05pm",https://milled.com/urbanoutfitters/gobble-gobble-deals-gobble-m9w02Srp7RgrQ31F,Urban outfitters,1,2012
YOLO OMG WTF Sale!,,"November 17, 2012 6:00pm",https://milled.com/urbanoutfitters/yolo-omg-wtf-sale-d8ylX_VgVIHBdIpV,Urban outfitters,1,2012
Need Gifts? We Got 'Em!,,"November 14, 2012 7:48pm",https://milled.com/urbanoutfitters/need-gifts-we-got-em-LXjX6hS8tk6ALNHl,Urban outfitters,1,2012
It's Party Time,,"November 12, 2012 8:08pm",https://milled.com/urbanoutfitters/its-party-time-Fgs0KNes7Gfsi1pb,Urban outfitters,1,2012
We Got The Boot,,"November 9, 2012 5:54pm",https://milled.com/urbanoutfitters/we-got-the-boot-_V-3IQTRtj9ca-9A,Urban outfitters,1,2012
Please Be Quiet,,"November 6, 2012 9:50pm",https://milled.com/urbanoutfitters/please-be-quiet-aJcNb3WJV5aakTYq,Urban outfitters,1,2012
It's Here: 12 Days of Dresses!,,"November 2, 2012 7:13pm",https://milled.com/urbanoutfitters/its-here-12-days-of-dresses-YS60TX9aWLYIzKB6,Urban outfitters,1,2012
Open this email (if you dare)...,,"October 31, 2012 7:12pm",https://milled.com/urbanoutfitters/open-this-email-if-you-dare-ZBtD7AA2cNRBsbBF,Urban outfitters,1,2012
The Great Outdoors,,"October 29, 2012 6:26pm",https://milled.com/urbanoutfitters/the-great-outdoors-_bO8HckhSsnG-Rwq,Urban outfitters,1,2012
Straight DOPE from UO + The Simpsons,,"October 28, 2012 5:04pm",https://milled.com/urbanoutfitters/straight-dope-from-uo-the-simpsons-FvYSkw-4zD6dD5vC,Urban outfitters,1,2012
Stuff So New We Had to Send this Email from the FUTURE...,,"October 22, 2012 5:56pm",https://milled.com/urbanoutfitters/stuff-so-new-we-had-to-send-this-email-from-the-future-57YpFCygDidDx2b6,Urban outfitters,1,2012
What's News...,,"October 21, 2012 2:12pm",https://milled.com/urbanoutfitters/whats-news--lk_LKAUdGp15794,Urban outfitters,1,2012
So Into It,,"October 19, 2012 4:30pm",https://milled.com/urbanoutfitters/so-into-it-ZktdAac0_O2TQRYf,Urban outfitters,1,2012
OMG Vintage Lisa Frank - Only at UO!,,"October 16, 2012 7:38pm",https://milled.com/urbanoutfitters/omg-vintage-lisa-frank-only-at-uo-dnEQ9d_A0WKefQo3,Urban outfitters,1,2012
Select Faux Leather Jackets - Now $69!,,"October 15, 2012 6:18pm",https://milled.com/urbanoutfitters/select-faux-leather-jackets-now-69-FWjFFRRCtRYbVUAs,Urban outfitters,1,2012
"It's On Us! (Well, part of it...)",,"October 11, 2012 2:52pm",https://milled.com/urbanoutfitters/its-on-us-well-part-of-it-o79O8_Ziab0XOtIt,Urban outfitters,1,2012
It's time to get freaky.,,"October 10, 2012 3:58pm",https://milled.com/urbanoutfitters/its-time-to-get-freaky-cg6J1nTj_clBiEk8,Urban outfitters,1,2012
25% off + POLKA DOTS! Cute new sleepwear,,"December 31, 2012 4:46pm",https://milled.com/Gap/25-off-polka-dots-cute-new-sleepwear-zHAqzoE2yxMn5ykd,GAP,1,2012
25% off + Party in your PJ’s,,"December 31, 2012 4:26pm",https://milled.com/Gap/25-off-party-in-your-pj-s-GYUF8YcVIOfF5jLy,GAP,1,2012
"Play with prints—butterflies, dots, stripes + more!",,"December 30, 2012 4:40pm",https://milled.com/Gap/play-with-prints-butterflies-dots-stripes-more-8G3IyT2hO-yI05Lf,GAP,1,2012
Just in: vacay-ready swim by JunkFood®!,,"December 30, 2012 4:26pm",https://milled.com/Gap/just-in-vacay-ready-swim-by-junkfood-WS5lGx_PzUDbmLEl,GAP,1,2012
Final hours! 25% off regular price items,,"December 29, 2012 4:34pm",https://milled.com/Gap/final-hours-25-off-regular-price-items-tnlz7KSjqRC9kxs1,GAP,1,2012
Up to 40% off! Men's stock up & save event,,"December 28, 2012 4:51pm",https://milled.com/Gap/up-to-40-off-mens-stock-up-save-event-RyQptlomjdjvKint,GAP,1,2012
THANKS for 2012! 25% off regular price items,,"December 27, 2012 5:05pm",https://milled.com/Gap/thanks-for-2012-25-off-regular-price-items-hZRY4AmeCskTSQBm,GAP,1,2012
Style Crush: everything NEON from dresses to shoes!,,"December 26, 2012 4:38pm",https://milled.com/Gap/style-crush-everything-neon-from-dresses-to-shoes-zuZinJdqAnBmvl-v,GAP,1,2012
TODAY! Extra 30% off all sale styles,,"December 26, 2012 8:45am",https://milled.com/Gap/today-extra-30-off-all-sale-styles--SZzQPYAQGfkxpG_,GAP,1,2012
Holiday greetings from all your friends at Gap!,,"December 25, 2012 4:54pm",https://milled.com/Gap/holiday-greetings-from-all-your-friends-at-gap-MYZe-yLY3wojq_21,GAP,1,2012
It's here! SALE: up to 60% off,,"December 24, 2012 4:54pm",https://milled.com/Gap/its-here-sale-up-to-60-off-3zJ-za-QadD70EeW,GAP,1,2012
IN STORES TODAY: 40% off all denim,,"December 22, 2012 11:58am",https://milled.com/Gap/in-stores-today-40-off-all-denim-h49hcofjVM2Eayr-,GAP,1,2012
IN STORES TODAY: 50% off sweaters & fleece,,"December 21, 2012 9:03am",https://milled.com/Gap/in-stores-today-50-off-sweaters-fleece-jqPoe6gjALd0jwyc,GAP,1,2012
IN STORES TODAY: Extra 40% off sale styles,"Plus, up to 50% off ENTIRE STORE! Can't see images? Click here. PRIVACY POLICY | UNSUBSCRIBE Offer valid on Gap sale merchandise purchased in stores in the US (including Puerto Rico) only. Not valid online and at Gap Outlet, Gap Generation, or Gap 1969 stores located on Robertson Blvd in Los Angeles, CA and Spring & Broadway in New York, NY. Qualifying amount applies to merchandise only, not value of gift cards purchased, packaging, applicable taxes or shipping & handling charges. Not combinable with other offers or discounts except for Reward Cards, 10% GapCard Tuesday, 10% GapCard Shopping Pass and the initial acquisition discount when approved for a new GapCard. Not combinable with the Gap Inc. employee discount. Offer is non-transferable and not valid for cash or cash equivalent. Price adjustments allowed only once within 7 days of previous purchases. Offer subject to change without notice. Discount taken at register. Everyday Free Shipping is valid in the US only (including Puerto Rico) on purchases of $50 or more in the same order. Gift cards, packaging, taxes and prior purchases do not qualify toward the minimum purchase requirement and offer cannot be applied to such items. Eligible customers must select this option during checkout in order to receive free shipping. Offer is good for the order's first ship-to address anywhere in the US (including Puerto Rico). If you choose another shipping option, additional charges will apply. No adjustments on previous purchases. Offer is non-transferable and subject to change without notice. Not valid on international shipments. Actual delivery times are subject to change. The delivery times displayed in the shopping bag at the time of your order will reflect when you should expect to receive an order placed on that day and will appear in your order confirmation email. All Old Navy Women's Plus items must be returned by mail--always free with your prepaid shipping label. © 2012 Gap Inc.","December 20, 2012 9:43am",https://milled.com/Gap/in-stores-today-extra-40-off-sale-styles-ona5sic9eBHI-8LW,GAP,1,2012
30% off online + LAST DAY for free 12/24 delivery,,"December 19, 2012 4:56pm",https://milled.com/Gap/30-off-online-last-day-for-free-12-24-delivery-hpo5LBVwZaakQtrr,GAP,1,2012
30% off online + Need it now: the blazer,,"December 18, 2012 4:48pm",https://milled.com/Gap/30-off-online-need-it-now-the-blazer-sCZJEcqfuzzFkM1V,GAP,1,2012
30% off online + Bright NEW arrivals for her,,"December 18, 2012 4:34pm",https://milled.com/Gap/30-off-online-bright-new-arrivals-for-her-leRvw6VDZcbWDT-C,GAP,1,2012
35% off + denim in floral + dots + prints!,,"December 17, 2012 4:46pm",https://milled.com/Gap/35-off-denim-in-floral-dots-prints-s6jxQTQYdtu6OUez,GAP,1,2012
35% off + bright NEON arrivals for her,,"December 17, 2012 4:14pm",https://milled.com/Gap/35-off-bright-neon-arrivals-for-her-6Az426dfNuHkjsrg,GAP,1,2012
35% off online + Dresses! Geo prints & more,,"December 16, 2012 4:26pm",https://milled.com/Gap/35-off-online-dresses-geo-prints-more-mBDobwy5cesdzNTD,GAP,1,2012
35% off online + NEW nautical picks for him!,,"December 16, 2012 4:11pm",https://milled.com/Gap/35-off-online-new-nautical-picks-for-him-Xe5VwyauaDkOZ7_p,GAP,1,2012
In stores: up to 50% off the ENTIRE STORE!,,"December 15, 2012 2:57pm",https://milled.com/Gap/in-stores-up-to-50-off-the-entire-store-Vd8fKGBsMIIMj9h5,GAP,1,2012
New arrivals JUST unwrapped!,,"December 14, 2012 4:42pm",https://milled.com/Gap/new-arrivals-just-unwrapped-v8SxnPMymV4Y-kQJ,GAP,1,2012
SHARE NEON: bright new arrivals for him!,,"December 14, 2012 4:29pm",https://milled.com/Gap/share-neon-bright-new-arrivals-for-him-sZyN6eoknE8RZPhK,GAP,1,2012
24 hrs left! 30% off at our 3 must-shop brands,,"December 13, 2012 4:52pm",https://milled.com/Gap/24-hrs-left-30-off-at-our-3-must-shop-brands-YBl6ByMfc_hcDjQg,GAP,1,2012
48 hrs! 30% off at our 3 must-shop brands,,"December 12, 2012 12:42pm",https://milled.com/Gap/48-hrs-30-off-at-our-3-must-shop-brands-KCAIz1ADYTmNJoCO,GAP,1,2012
30% off + Gift ideas in COLOR,,"December 8, 2012 5:05pm",https://milled.com/Gap/30-off-gift-ideas-in-color-VpmKKo3dUhmPSE6t,GAP,1,2012
30% Off + Gift ME: our favorites for him!,,"December 8, 2012 4:31pm",https://milled.com/Gap/30-off-gift-me-our-favorites-for-him-EngdYZmwSnu1lK3B,GAP,1,2012
30% off your entire purchase! Who’s on your list?,,"December 7, 2012 5:58pm",https://milled.com/Gap/30-off-your-entire-purchase-who-s-on-your-list-9MyZBI1o8Gn56P7Y,GAP,1,2012
STARTS TODAY! 30% off your entire purchase,,"December 6, 2012 5:29pm",https://milled.com/Gap/starts-today-30-off-your-entire-purchase-RQ4O3laP4akHCskf,GAP,1,2012
Our favorite blogger gift picks for you and yours!,,"December 5, 2012 5:54pm",https://milled.com/Gap/our-favorite-blogger-gift-picks-for-you-and-yours-Hx7Lbsg1JftbN-1o,GAP,1,2012
30% off your purchase + the best gifts for him,,"December 4, 2012 5:24pm",https://milled.com/Gap/30-off-your-purchase-the-best-gifts-for-him-0wM14tVDAcqWFPEf,GAP,1,2012
30% off! + moms' tell-all for December!,,"December 4, 2012 4:47pm",https://milled.com/Gap/30-off-moms-tell-all-for-december--Zd2pIuswA0A0Uts,GAP,1,2012
IN STORES: Sweaters from $20 + more DEALS!,,"December 3, 2012 6:06pm",https://milled.com/Gap/in-stores-sweaters-from-20-more-deals-H4gp7mSjj2K4ZcC5,GAP,1,2012
Last day! 25% off new arrivals + wintry gifts for baby!,,"December 2, 2012 5:43pm",https://milled.com/Gap/last-day-25-off-new-arrivals-wintry-gifts-for-baby-2cBX4l8aHZ-chI0q,GAP,1,2012
ENDS SOON: 25% off new arrivals + reg price items!,,"December 1, 2012 5:29pm",https://milled.com/Gap/ends-soon-25-off-new-arrivals-reg-price-items-fw5QCYpjJzwrYefD,GAP,1,2012
25% off new arrivals + Gifts by price: the easiest way to shop,,"November 30, 2012 6:11pm",https://milled.com/Gap/25-off-new-arrivals-gifts-by-price-the-easiest-way-to-shop-ZVWe7OKw39kDBUjQ,GAP,1,2012
25% off all regular price items! Now thru Sunday,,"November 29, 2012 6:06pm",https://milled.com/Gap/25-off-all-regular-price-items-now-thru-sunday-yT_jAk8P9YHyjJSw,GAP,1,2012
SHARE gifts in every color,,"November 28, 2012 5:23pm",https://milled.com/Gap/share-gifts-in-every-color-5Ub4ok0bGamHY8D0,GAP,1,2012
Gift ME: our favorites for her!,,"November 28, 2012 4:50pm",https://milled.com/Gap/gift-me-our-favorites-for-her-fWyWaQrboNB16MzV,GAP,1,2012
Gift ME: our favorite first presents!,,"November 27, 2012 4:47pm",https://milled.com/Gap/gift-me-our-favorite-first-presents-E_PlULzZhvfC5k8d,GAP,1,2012
It's Cyber Monday! 30% off—BIG savings at all 5 brands,,"November 26, 2012 11:03am",https://milled.com/Gap/its-cyber-monday-30-off-big-savings-at-all-5-brands-dgenLYmcXO9sYodA,GAP,1,2012
30% off—Cyber Monday starts now! Savings at all 5 brands,,"November 25, 2012 10:55am",https://milled.com/Gap/30-off-cyber-monday-starts-now-savings-at-all-5-brands-sji3ekhvMf10xtV-,GAP,1,2012
TODAY ONLY: $10 tees + 60% off kids & baby sweaters!,,"November 24, 2012 3:43pm",https://milled.com/Gap/today-only-10-tees-60-off-kids-baby-sweaters-XfETWMDTOnovRjSH,GAP,1,2012
TODAY! $19 sweaters + $5 kids & baby graphic tees,,"November 23, 2012 11:54am",https://milled.com/Gap/today-19-sweaters-5-kids-baby-graphic-tees-PMPGpdgVw5c-KfTJ,GAP,1,2012
Up to 60% off + extra 20% off online! Thanksgiving cheer!,,"November 22, 2012 3:36pm",https://milled.com/Gap/up-to-60-off-extra-20-off-online-thanksgiving-cheer-bKIzbT-bjG6OTamp,GAP,1,2012
Up to 60% off + Gifts for all your girls!,,"November 21, 2012 3:14pm",https://milled.com/Gap/up-to-60-off-gifts-for-all-your-girls-UGyAnU0oXRPLwZdD,GAP,1,2012
Up to 60% off! + style crush: we love neon jeans!,,"November 21, 2012 2:43pm",https://milled.com/Gap/up-to-60-off-style-crush-we-love-neon-jeans-Q8mEpldk8Jgqn7jG,GAP,1,2012
Up to 60% off entire store + LOVE! The Colorblock Sweater,,"November 20, 2012 5:55pm",https://milled.com/Gap/up-to-60-off-entire-store-love-the-colorblock-sweater-EAbvb7AkJYwataho,GAP,1,2012
Entire store up to 60% off + Festive new favorites for her,,"November 20, 2012 5:24pm",https://milled.com/Gap/entire-store-up-to-60-off-festive-new-favorites-for-her-To3ZkgNsJ0l5DqW5,GAP,1,2012
"Last chance! 30% Off at Gap, Old Navy & Banana Republic",,"November 19, 2012 11:20am",https://milled.com/Gap/last-chance-30-off-at-gap-old-navy-banana-republic-si1aHpa0Wl9nurQM,GAP,1,2012
"Make Merry! 30% off at Gap, Old Navy & Banana Republic",,"November 18, 2012 10:26am",https://milled.com/Gap/make-merry-30-off-at-gap-old-navy-banana-republic-1aoXfFjEyiuN7KNQ,GAP,1,2012
Winter in a flash…,,"November 17, 2012 4:57pm",https://milled.com/Gap/winter-in-a-flash-8R2zcYYRxtk_GM4o,GAP,1,2012
"His outfits we ♥: wintry layers of denim, plaid + more!",,"November 17, 2012 4:44pm",https://milled.com/Gap/his-outfits-we-wintry-layers-of-denim-plaid-more-N-uln4NcP8SkKx2a,GAP,1,2012
Gap LOVES: The Studio Sweater,,"November 16, 2012 5:05pm",https://milled.com/Gap/gap-loves-the-studio-sweater-Gba3-QgXc7caPCwF,GAP,1,2012
Welcome to Wonderland: we ♥ tutus + cardis!,,"November 16, 2012 4:42pm",https://milled.com/Gap/welcome-to-wonderland-we-tutus-cardis-p2uU5fP06x1FuYPP,GAP,1,2012
Gift ME: the ultimate presents for kids & toddlers are here!,,"November 15, 2012 5:42pm",https://milled.com/Gap/gift-me-the-ultimate-presents-for-kids-toddlers-are-here-xGgCu9AFk06KIVdn,GAP,1,2012
Ends today! Up to 35% off at 3 great brands,,"November 14, 2012 6:04pm",https://milled.com/Gap/ends-today-up-to-35-off-at-3-great-brands-h121dj71_9_Nz9p3,GAP,1,2012
30% off + GIFT cozy and color for her,,"November 13, 2012 5:47pm",https://milled.com/Gap/30-off-gift-cozy-and-color-for-her-l7U4K1zhKNmT3Ih_,GAP,1,2012
Last day for 30% off at our GAP FRIENDS EVENT!,,"November 12, 2012 5:43pm",https://milled.com/Gap/last-day-for-30-off-at-our-gap-friends-event-TVb0QF4WryZtvzTX,GAP,1,2012
30% off + Our gift guides are here!,,"November 11, 2012 5:20pm",https://milled.com/Gap/30-off-our-gift-guides-are-here-DoMle5vYWJGhomHK,GAP,1,2012
30% off + Gap LOVES: The Parka & The Fitted Boyfriend,,"November 10, 2012 4:57pm",https://milled.com/Gap/30-off-gap-loves-the-parka-the-fitted-boyfriend-JjYPaMnvVFOjW8nW,GAP,1,2012
30% off! + Our covetable NEW wintry collection,,"November 10, 2012 4:39pm",https://milled.com/Gap/30-off-our-covetable-new-wintry-collection-cZN8Ljvo-md1ZCgF,GAP,1,2012
30% off your purchase! GAP FRIENDS EVENT is here,,"November 9, 2012 5:17pm",https://milled.com/Gap/30-off-your-purchase-gap-friends-event-is-here-8w0BImxU1inwvh_U,GAP,1,2012
Introducing the holiday GiftCard that gives back!,,"November 8, 2012 5:23pm",https://milled.com/Gap/introducing-the-holiday-giftcard-that-gives-back-1xkhm5gWM5BSElB5,GAP,1,2012
Top holiday picks to wear and SHARE,,"November 7, 2012 5:09pm",https://milled.com/Gap/top-holiday-picks-to-wear-and-share-HkCPeam_-QnC0_KL,GAP,1,2012
Welcome to Holiday Wonderland: must-gets for the season!,,"November 7, 2012 4:41pm",https://milled.com/Gap/welcome-to-holiday-wonderland-must-gets-for-the-season-0LWJiyx9DOPvUI3u,GAP,1,2012
VOTE! 20% off today + Our fave style candidate? Find out…,,"November 6, 2012 4:57pm",https://milled.com/Gap/vote-20-off-today-our-fave-style-candidate-find-out-pD-GvUqR3XLBSvNM,GAP,1,2012
Cozy cable: sweater weather is here!,,"November 5, 2012 4:49pm",https://milled.com/Gap/cozy-cable-sweater-weather-is-here-4DL0Y3LVXa5XXgq7,GAP,1,2012
Gift Me: Star Wars by JunkFood®,,"November 5, 2012 4:37pm",https://milled.com/Gap/gift-me-star-wars-by-junkfood-LEn0ffU0NUhijr24,GAP,1,2012
Warm me! THE accessories of the season,,"November 4, 2012 4:56pm",https://milled.com/Gap/warm-me-the-accessories-of-the-season-4CxDn8FcuV6D2I2y,GAP,1,2012
EXTRA 30% off sale + Outfits we love! Plaid perfection,,"November 3, 2012 4:13pm",https://milled.com/Gap/extra-30-off-sale-outfits-we-love-plaid-perfection-KgbBhgvI4MtjMqQj,GAP,1,2012
Soft + dreamy flannel PJ sets exclusively online,,"November 2, 2012 4:14pm",https://milled.com/Gap/soft-dreamy-flannel-pj-sets-exclusively-online-21HFo7uJW8JEr_HM,GAP,1,2012
GapKids Agenda: our favorite 6 things in November!,,"November 2, 2012 4:10pm",https://milled.com/Gap/gapkids-agenda-our-favorite-6-things-in-november-Eb5STGWWpFEed4XF,GAP,1,2012
Covetable cashmere—we’re obsessed!,,"November 1, 2012 4:30pm",https://milled.com/Gap/covetable-cashmere-we-re-obsessed-2n0mtzuCI8fjuJO7,GAP,1,2012
Happy Halloween! 25% off your online purchase!,,"October 31, 2012 5:44pm",https://milled.com/Gap/happy-halloween-25-off-your-online-purchase-qOU4atWaAtySm7T5,GAP,1,2012
COZY! The NEW waffle knit henley,,"October 29, 2012 4:38pm",https://milled.com/Gap/cozy-the-new-waffle-knit-henley-cAoqdmuGM8jVkJhW,GAP,1,2012
25% off ends today + it's sweater weather!,,"October 29, 2012 4:01pm",https://milled.com/Gap/25-off-ends-today-its-sweater-weather-UCts1rEN0sAiUzbJ,GAP,1,2012
48 hrs! Up to 30% off outerwear-online only,,"October 28, 2012 4:27pm",https://milled.com/Gap/48-hrs-up-to-30-off-outerwear-online-only-rPHgpHErGH5wRagy,GAP,1,2012
2 DAYS: 25% off your kids & baby purchase!,,"October 28, 2012 4:03pm",https://milled.com/Gap/2-days-25-off-your-kids-baby-purchase-aTY1Foye5Htp5rcT,GAP,1,2012
IN STORES: Extra 40% off all sale + new styles just added!,,"October 27, 2012 9:02am",https://milled.com/Gap/in-stores-extra-40-off-all-sale-new-styles-just-added-NCNWREOC9kt4Haez,GAP,1,2012
The guide to skinny…jeans!,,"October 26, 2012 4:32pm",https://milled.com/Gap/the-guide-to-skinny-jeans-qd7dkLENSQB9G2ok,GAP,1,2012
30% off + sweater crush—a new take on the turtleneck,,"October 25, 2012 4:06pm",https://milled.com/Gap/30-off-sweater-crush-a-new-take-on-the-turtleneck-tCcv3VxF8wlw-OQz,GAP,1,2012
